,CountryName,RegionName,Date,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6_Facial Coverings
5472,Oman,,2021-02-28,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,2.0,0.0
5473,Oman,,2021-03-01,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,2.0,0.0
5474,Oman,,2021-03-02,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,2.0,0.0
5475,Pakistan,,2021-02-16,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5476,Pakistan,,2021-02-17,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5477,Pakistan,,2021-02-18,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5478,Pakistan,,2021-02-19,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5479,Pakistan,,2021-02-20,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5480,Pakistan,,2021-02-21,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5481,Pakistan,,2021-02-22,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5482,Pakistan,,2021-02-23,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5483,Pakistan,,2021-02-24,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5484,Pakistan,,2021-02-25,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5485,Pakistan,,2021-02-26,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5486,Pakistan,,2021-02-27,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5487,Pakistan,,2021-02-28,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5488,Pakistan,,2021-03-01,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5489,Pakistan,,2021-03-02,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5490,Panama,,2021-02-16,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5491,Panama,,2021-02-17,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5492,Panama,,2021-02-18,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5493,Panama,,2021-02-19,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5494,Panama,,2021-02-20,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5495,Panama,,2021-02-21,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5496,Panama,,2021-02-22,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5497,Panama,,2021-02-23,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5498,Panama,,2021-02-24,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5499,Panama,,2021-02-25,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5500,Panama,,2021-02-26,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5501,Panama,,2021-02-27,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5502,Panama,,2021-02-28,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5503,Panama,,2021-03-01,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5504,Panama,,2021-03-02,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5505,Peru,,2021-02-16,0.0,0.0,2.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5506,Peru,,2021-02-17,0.0,0.0,2.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5507,Peru,,2021-02-18,0.0,0.0,2.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5508,Peru,,2021-02-19,0.0,0.0,2.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5509,Peru,,2021-02-20,0.0,0.0,2.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5510,Peru,,2021-02-21,0.0,0.0,2.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5511,Peru,,2021-02-22,0.0,0.0,2.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5512,Peru,,2021-02-23,0.0,0.0,2.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5513,Peru,,2021-02-24,0.0,0.0,2.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5514,Peru,,2021-02-25,0.0,0.0,2.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5515,Peru,,2021-02-26,0.0,0.0,2.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5516,Peru,,2021-02-27,0.0,0.0,2.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5517,Peru,,2021-02-28,0.0,0.0,2.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5518,Peru,,2021-03-01,0.0,0.0,2.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5519,Peru,,2021-03-02,0.0,0.0,2.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5520,Philippines,,2021-02-16,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5521,Philippines,,2021-02-17,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5522,Philippines,,2021-02-18,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5523,Philippines,,2021-02-19,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5524,Philippines,,2021-02-20,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5525,Philippines,,2021-02-21,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5526,Philippines,,2021-02-22,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5527,Philippines,,2021-02-23,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5528,Philippines,,2021-02-24,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5529,Philippines,,2021-02-25,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5530,Philippines,,2021-02-26,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5531,Philippines,,2021-02-27,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5532,Philippines,,2021-02-28,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5533,Philippines,,2021-03-01,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5534,Philippines,,2021-03-02,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5535,Papua New Guinea,,2021-02-16,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0
5536,Papua New Guinea,,2021-02-17,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0
5537,Papua New Guinea,,2021-02-18,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0
5538,Papua New Guinea,,2021-02-19,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0
5539,Papua New Guinea,,2021-02-20,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0
5540,Papua New Guinea,,2021-02-21,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0
5541,Papua New Guinea,,2021-02-22,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0
5542,Papua New Guinea,,2021-02-23,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0
5543,Papua New Guinea,,2021-02-24,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0
5544,Papua New Guinea,,2021-02-25,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0
5545,Papua New Guinea,,2021-02-26,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0
5546,Papua New Guinea,,2021-02-27,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0
5547,Papua New Guinea,,2021-02-28,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0
5548,Papua New Guinea,,2021-03-01,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0
5549,Papua New Guinea,,2021-03-02,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0
5550,Poland,,2021-02-16,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5551,Poland,,2021-02-17,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5552,Poland,,2021-02-18,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5553,Poland,,2021-02-19,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5554,Poland,,2021-02-20,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5555,Poland,,2021-02-21,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5556,Poland,,2021-02-22,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5557,Poland,,2021-02-23,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5558,Poland,,2021-02-24,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5559,Poland,,2021-02-25,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5560,Poland,,2021-02-26,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5561,Poland,,2021-02-27,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5562,Poland,,2021-02-28,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5563,Poland,,2021-03-01,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5564,Poland,,2021-03-02,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5565,Puerto Rico,,2021-02-16,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5566,Puerto Rico,,2021-02-17,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5567,Puerto Rico,,2021-02-18,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5568,Puerto Rico,,2021-02-19,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5569,Puerto Rico,,2021-02-20,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5570,Puerto Rico,,2021-02-21,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5571,Puerto Rico,,2021-02-22,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5572,Puerto Rico,,2021-02-23,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5573,Puerto Rico,,2021-02-24,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5574,Puerto Rico,,2021-02-25,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5575,Puerto Rico,,2021-02-26,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5576,Puerto Rico,,2021-02-27,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5577,Puerto Rico,,2021-02-28,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5578,Puerto Rico,,2021-03-01,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5579,Puerto Rico,,2021-03-02,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5580,Portugal,,2021-02-16,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5581,Portugal,,2021-02-17,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5582,Portugal,,2021-02-18,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5583,Portugal,,2021-02-19,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5584,Portugal,,2021-02-20,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5585,Portugal,,2021-02-21,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5586,Portugal,,2021-02-22,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5587,Portugal,,2021-02-23,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5588,Portugal,,2021-02-24,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5589,Portugal,,2021-02-25,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5590,Portugal,,2021-02-26,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5591,Portugal,,2021-02-27,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5592,Portugal,,2021-02-28,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5593,Portugal,,2021-03-01,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5594,Portugal,,2021-03-02,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5595,Paraguay,,2021-02-16,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5596,Paraguay,,2021-02-17,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5597,Paraguay,,2021-02-18,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5598,Paraguay,,2021-02-19,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5599,Paraguay,,2021-02-20,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5600,Paraguay,,2021-02-21,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5601,Paraguay,,2021-02-22,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5602,Paraguay,,2021-02-23,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5603,Paraguay,,2021-02-24,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5604,Paraguay,,2021-02-25,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5605,Paraguay,,2021-02-26,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5606,Paraguay,,2021-02-27,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5607,Paraguay,,2021-02-28,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5608,Paraguay,,2021-03-01,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5609,Paraguay,,2021-03-02,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5610,Palestine,,2021-02-16,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0
5611,Palestine,,2021-02-17,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0
5612,Palestine,,2021-02-18,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0
5613,Palestine,,2021-02-19,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0
5614,Palestine,,2021-02-20,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0
5615,Palestine,,2021-02-21,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0
5616,Palestine,,2021-02-22,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0
5617,Palestine,,2021-02-23,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0
5618,Palestine,,2021-02-24,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0
5619,Palestine,,2021-02-25,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0
5620,Palestine,,2021-02-26,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0
5621,Palestine,,2021-02-27,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0
5622,Palestine,,2021-02-28,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0
5623,Palestine,,2021-03-01,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0
5624,Palestine,,2021-03-02,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0
5625,Qatar,,2021-02-16,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5626,Qatar,,2021-02-17,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5627,Qatar,,2021-02-18,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5628,Qatar,,2021-02-19,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5629,Qatar,,2021-02-20,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5630,Qatar,,2021-02-21,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5631,Qatar,,2021-02-22,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5632,Qatar,,2021-02-23,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5633,Qatar,,2021-02-24,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5634,Qatar,,2021-02-25,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5635,Qatar,,2021-02-26,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5636,Qatar,,2021-02-27,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5637,Qatar,,2021-02-28,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5638,Qatar,,2021-03-01,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5639,Qatar,,2021-03-02,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5640,Kosovo,,2021-02-16,3.0,3.0,0.0,4.0,0.0,3.0,2.0,0.0,2.0,3.0,2.0,0.0
5641,Kosovo,,2021-02-17,3.0,3.0,0.0,4.0,0.0,3.0,2.0,0.0,2.0,3.0,2.0,0.0
5642,Kosovo,,2021-02-18,3.0,3.0,0.0,4.0,0.0,3.0,2.0,0.0,2.0,3.0,2.0,0.0
5643,Kosovo,,2021-02-19,3.0,3.0,0.0,4.0,0.0,3.0,2.0,0.0,2.0,3.0,2.0,0.0
5644,Kosovo,,2021-02-20,3.0,3.0,0.0,4.0,0.0,3.0,2.0,0.0,2.0,3.0,2.0,0.0
5645,Kosovo,,2021-02-21,3.0,3.0,0.0,4.0,0.0,3.0,2.0,0.0,2.0,3.0,2.0,0.0
5646,Kosovo,,2021-02-22,3.0,3.0,0.0,4.0,0.0,3.0,2.0,0.0,2.0,3.0,2.0,0.0
5647,Kosovo,,2021-02-23,3.0,3.0,0.0,4.0,0.0,3.0,2.0,0.0,2.0,3.0,2.0,0.0
5648,Kosovo,,2021-02-24,3.0,3.0,0.0,4.0,0.0,3.0,2.0,0.0,2.0,3.0,2.0,0.0
5649,Kosovo,,2021-02-25,3.0,3.0,0.0,4.0,0.0,3.0,2.0,0.0,2.0,3.0,2.0,0.0
5650,Kosovo,,2021-02-26,3.0,3.0,0.0,4.0,0.0,3.0,2.0,0.0,2.0,3.0,2.0,0.0
5651,Kosovo,,2021-02-27,3.0,3.0,0.0,4.0,0.0,3.0,2.0,0.0,2.0,3.0,2.0,0.0
5652,Kosovo,,2021-02-28,3.0,3.0,0.0,4.0,0.0,3.0,2.0,0.0,2.0,3.0,2.0,0.0
5653,Kosovo,,2021-03-01,3.0,3.0,0.0,4.0,0.0,3.0,2.0,0.0,2.0,3.0,2.0,0.0
5654,Kosovo,,2021-03-02,3.0,3.0,0.0,4.0,0.0,3.0,2.0,0.0,2.0,3.0,2.0,0.0
5655,Romania,,2021-02-16,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5656,Romania,,2021-02-17,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5657,Romania,,2021-02-18,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5658,Romania,,2021-02-19,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5659,Romania,,2021-02-20,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5660,Romania,,2021-02-21,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5661,Romania,,2021-02-22,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5662,Romania,,2021-02-23,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5663,Romania,,2021-02-24,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5664,Romania,,2021-02-25,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5665,Romania,,2021-02-26,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5666,Romania,,2021-02-27,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5667,Romania,,2021-02-28,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5668,Romania,,2021-03-01,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5669,Romania,,2021-03-02,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5670,Russia,,2021-02-16,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0
5671,Russia,,2021-02-17,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0
5672,Russia,,2021-02-18,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0
5673,Russia,,2021-02-19,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0
5674,Russia,,2021-02-20,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0
5675,Russia,,2021-02-21,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0
5676,Russia,,2021-02-22,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0
5677,Russia,,2021-02-23,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0
5678,Russia,,2021-02-24,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0
5679,Russia,,2021-02-25,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0
5680,Russia,,2021-02-26,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0
5681,Russia,,2021-02-27,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0
5682,Russia,,2021-02-28,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0
5683,Russia,,2021-03-01,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0
5684,Russia,,2021-03-02,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0
5685,Rwanda,,2021-02-16,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
5686,Rwanda,,2021-02-17,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0
